,description,header,products,subtitles,time,title,titleUrl,activity_datetime,hour
7643,The Prodigy,Google Play Music,['Google Play Music'],,2018-11-15T14:54:50.673Z,Listened to Fight Fire with Fire (feat. Ho99o9),,2018-11-15 14:54:50.673000+00:00,14
7644,The Prodigy,Google Play Music,['Google Play Music'],,2018-11-15T14:51:21.869Z,Listened to No Tourists,,2018-11-15 14:51:21.869000+00:00,14
7645,The Prodigy,Google Play Music,['Google Play Music'],,2018-11-15T14:47:03.776Z,Listened to We Live Forever,,2018-11-15 14:47:03.776000+00:00,14
7646,The Prodigy,Google Play Music,['Google Play Music'],,2018-11-15T14:43:19.948Z,Listened to Light Up the Sky,,2018-11-15 14:43:19.948000+00:00,14
7647,The Prodigy,Google Play Music,['Google Play Music'],,2018-11-15T14:40:00.240Z,Listened to Need Some1,,2018-11-15 14:40:00.240000+00:00,14
7648,Philharmonia Slavonica,Google Play Music,['Google Play Music'],,2018-11-15T14:32:03.201Z,"Listened to Violin Concerto in D Minor, Op. 47: I. Allegro Moderato",,2018-11-15 14:32:03.201000+00:00,14
7649,,Play Music,['Google Play Music'],,2018-11-15T14:31:57.764Z,Searched for we live forever ,https://play.google.com/music/search/we+live+forever+,2018-11-15 14:31:57.764000+00:00,14
7650,Camerata Romana,Google Play Music,['Google Play Music'],,2018-11-15T14:30:11.199Z,"Listened to Violin Concerto in E Major, BWV 1042: III. Allegro Assai",,2018-11-15 14:30:11.199000+00:00,14
7651,Camerata Romana,Google Play Music,['Google Play Music'],,2018-11-15T14:27:23.615Z,"Listened to Violin Concerto in E Major, BWV 1042: II. Adagio",,2018-11-15 14:27:23.615000+00:00,14
7652,Camerata Romana,Google Play Music,['Google Play Music'],,2018-11-15T14:20:35.409Z,"Listened to Violin Concerto in E Major, BWV 1042: I. Allegro",,2018-11-15 14:20:35.409000+00:00,14
7653,Slovak Philharmonic Orchestra,Google Play Music,['Google Play Music'],,2018-11-15T14:12:10.521Z,"Listened to Serenade No. 13 in G Major, K. 525 ""Eine Kleine Nachtmusik"": IV. Rondo - Allegro",,2018-11-15 14:12:10.521000+00:00,14
7654,Slovak Philharmonic Orchestra,Google Play Music,['Google Play Music'],,2018-11-15T14:08:46.861Z,"Listened to Serenade No. 13 in G Major, K. 525 ""Eine Kleine Nachtmusik"": III. Menuetto - Allegretto",,2018-11-15 14:08:46.861000+00:00,14
7655,Slovak Philharmonic Orchestra,Google Play Music,['Google Play Music'],,2018-11-15T14:06:27.929Z,"Listened to Serenade No. 13 in G Major, K. 525 ""Eine Kleine Nachtmusik"": II. Romanze - Andante",,2018-11-15 14:06:27.929000+00:00,14
7656,Slovak Philharmonic Orchestra,Google Play Music,['Google Play Music'],,2018-11-15T13:59:42.882Z,"Skipped Serenade No. 13 in G Major, K. 525 ""Eine Kleine Nachtmusik"": I. Allegro",,2018-11-15 13:59:42.882000+00:00,13
7657,Slovak Philharmonic Orchestra,Google Play Music,['Google Play Music'],,2018-11-15T13:59:42.814Z,"Listened to Serenade No. 13 in G Major, K. 525 ""Eine Kleine Nachtmusik"": I. Allegro",,2018-11-15 13:59:42.814000+00:00,13
7658,Chet Baker,Google Play Music,['Google Play Music'],,2018-11-15T13:53:46.617Z,Listened to Tis Autumn,,2018-11-15 13:53:46.617000+00:00,13
7659,Avicii,Google Play Music,['Google Play Music'],,2018-11-15T13:45:53.447Z,Listened to So Much Better (Avicii Remix),,2018-11-15 13:45:53.447000+00:00,13
7660,Avicii,Google Play Music,['Google Play Music'],,2018-11-15T13:43:15.542Z,Listened to What Would I Change It To (feat. AlunaGeorge),,2018-11-15 13:43:15.542000+00:00,13
7661,Avicii,Google Play Music,['Google Play Music'],,2018-11-15T13:40:10.075Z,Listened to Without You (feat. Sandro Cavazza),,2018-11-15 13:40:10.075000+00:00,13
7662,Avicii,Google Play Music,['Google Play Music'],,2018-11-15T13:37:08.386Z,Listened to You Be Love (feat. Billy Raffoul),,2018-11-15 13:37:08.386000+00:00,13
7663,Avicii,Google Play Music,['Google Play Music'],,2018-11-15T13:33:40.845Z,Listened to Lonely Together (feat. Rita Ora),,2018-11-15 13:33:40.845000+00:00,13
7664,Avicii,Google Play Music,['Google Play Music'],,2018-11-15T13:30:39.027Z,Listened to Friend Of Mine (feat. Vargas & Lagola),,2018-11-15 13:30:39.027000+00:00,13
7665,Avicii,Google Play Music,['Google Play Music'],,2018-11-15T11:46:53.491Z,Listened to So Much Better (Avicii Remix),,2018-11-15 11:46:53.491000+00:00,11
7666,Avicii,Google Play Music,['Google Play Music'],,2018-11-15T11:44:16.307Z,Listened to What Would I Change It To (feat. AlunaGeorge),,2018-11-15 11:44:16.307000+00:00,11
7667,Avicii,Google Play Music,['Google Play Music'],,2018-11-15T11:41:10.848Z,Listened to Without You (feat. Sandro Cavazza),,2018-11-15 11:41:10.848000+00:00,11
7668,Avicii,Google Play Music,['Google Play Music'],,2018-11-15T11:38:09.174Z,Listened to You Be Love (feat. Billy Raffoul),,2018-11-15 11:38:09.174000+00:00,11
7669,Avicii,Google Play Music,['Google Play Music'],,2018-11-15T11:34:41.629Z,Listened to Lonely Together (feat. Rita Ora),,2018-11-15 11:34:41.629000+00:00,11
7670,Avicii,Google Play Music,['Google Play Music'],,2018-11-15T11:00:36.511Z,Listened to Friend Of Mine (feat. Vargas & Lagola),,2018-11-15 11:00:36.511000+00:00,11
7671,Avicii,Google Play Music,['Google Play Music'],,2018-11-15T10:57:56.209Z,Listened to So Much Better (Avicii Remix),,2018-11-15 10:57:56.209000+00:00,10
7672,Avicii,Google Play Music,['Google Play Music'],,2018-11-15T10:13:08.812Z,Listened to So Much Better (Avicii Remix),,2018-11-15 10:13:08.812000+00:00,10
7673,Avicii,Google Play Music,['Google Play Music'],,2018-11-15T10:10:31.645Z,Listened to What Would I Change It To (feat. AlunaGeorge),,2018-11-15 10:10:31.645000+00:00,10
7674,Avicii,Google Play Music,['Google Play Music'],,2018-11-15T10:07:26.043Z,Listened to Without You (feat. Sandro Cavazza),,2018-11-15 10:07:26.043000+00:00,10
7675,Avicii,Google Play Music,['Google Play Music'],,2018-11-15T10:04:24.374Z,Listened to You Be Love (feat. Billy Raffoul),,2018-11-15 10:04:24.374000+00:00,10
7676,Avicii,Google Play Music,['Google Play Music'],,2018-11-15T10:00:56.822Z,Listened to Lonely Together (feat. Rita Ora),,2018-11-15 10:00:56.822000+00:00,10
7677,Avicii,Google Play Music,['Google Play Music'],,2018-11-15T09:57:55.010Z,Listened to Friend Of Mine (feat. Vargas & Lagola),,2018-11-15 09:57:55.010000+00:00,9
7678,George Ezra,Google Play Music,['Google Play Music'],,2018-11-15T09:55:14.710Z,Listened to Cassy O',,2018-11-15 09:55:14.710000+00:00,9
7679,George Ezra,Google Play Music,['Google Play Music'],,2018-11-15T08:57:43.836Z,Listened to Budapest,,2018-11-15 08:57:43.836000+00:00,8
7680,George Ezra,Google Play Music,['Google Play Music'],,2018-11-15T08:54:23.095Z,Listened to Blame It on Me,,2018-11-15 08:54:23.095000+00:00,8
7681,Charlie Parker Quartet,Google Play Music,['Google Play Music'],,2018-11-15T08:51:06.393Z,Listened to Blues (Fast),,2018-11-15 08:51:06.393000+00:00,8
7682,Charlie Parker Quartet,Google Play Music,['Google Play Music'],,2018-11-15T08:50:32.757Z,Skipped Blues (Fast),,2018-11-15 08:50:32.757000+00:00,8
7683,Joe Goddard,Google Play Music,['Google Play Music'],,2018-11-14T22:46:42.762Z,Listened to Electric Lines,,2018-11-14 22:46:42.762000+00:00,22
7684,Joe Goddard,Google Play Music,['Google Play Music'],,2018-11-14T22:40:45.395Z,Listened to Nothing Moves,,2018-11-14 22:40:45.395000+00:00,22
7685,Joe Goddard,Google Play Music,['Google Play Music'],,2018-11-14T22:35:53.262Z,Listened to Truth Is Light,,2018-11-14 22:35:53.262000+00:00,22
7686,Joe Goddard,Google Play Music,['Google Play Music'],,2018-11-14T22:31:54.181Z,Listened to Children,,2018-11-14 22:31:54.181000+00:00,22
7687,Joe Goddard,Google Play Music,['Google Play Music'],,2018-11-14T22:24:55.700Z,Skipped Human Heart,,2018-11-14 22:24:55.700000+00:00,22
7688,Joe Goddard,Google Play Music,['Google Play Music'],,2018-11-14T22:24:55.590Z,Listened to Human Heart,,2018-11-14 22:24:55.590000+00:00,22
7689,Joe Goddard,Google Play Music,['Google Play Music'],,2018-11-14T22:20:06.662Z,Listened to Lasers,,2018-11-14 22:20:06.662000+00:00,22
7690,Joe Goddard,Google Play Music,['Google Play Music'],,2018-11-14T22:15:31.900Z,Listened to Home,,2018-11-14 22:15:31.900000+00:00,22
7691,Joe Goddard,Google Play Music,['Google Play Music'],,2018-11-14T22:11:02.098Z,Listened to Lose Your Love,,2018-11-14 22:11:02.098000+00:00,22
7692,Joe Goddard,Google Play Music,['Google Play Music'],,2018-11-14T22:04:47.486Z,Listened to Ordinary Madness (feat. SLO),,2018-11-14 22:04:47.486000+00:00,22
7693,Tomas Barfod,Google Play Music,['Google Play Music'],,2018-11-14T21:59:48.269Z,Listened to Till We Die (feat. Nina Kinert),,2018-11-14 21:59:48.269000+00:00,21
7694,Bicep,Google Play Music,['Google Play Music'],,2018-11-14T21:59:34.670Z,Skipped Vision Of Love,,2018-11-14 21:59:34.670000+00:00,21
7695,Bicep,Google Play Music,['Google Play Music'],,2018-11-14T21:59:34.451Z,Listened to Vision Of Love,,2018-11-14 21:59:34.451000+00:00,21
7696,The 2 Bears,Google Play Music,['Google Play Music'],,2018-11-14T21:54:09.807Z,Listened to Modern Family,,2018-11-14 21:54:09.807000+00:00,21
7697,Pional,Google Play Music,['Google Play Music'],,2018-11-14T21:51:59.485Z,Listened to Where Eagles Dare,,2018-11-14 21:51:59.485000+00:00,21
7698,George Fitzgerald,Google Play Music,['Google Play Music'],,2018-11-14T21:47:07.433Z,Listened to Miyajima,,2018-11-14 21:47:07.433000+00:00,21
7699,Axel Boman,Google Play Music,['Google Play Music'],,2018-11-14T21:45:28.839Z,Listened to Cubic Mouth,,2018-11-14 21:45:28.839000+00:00,21
7700,Joe Goddard,Google Play Music,['Google Play Music'],,2018-11-14T21:41:59.792Z,Listened to Half-Time Oranges,,2018-11-14 21:41:59.792000+00:00,21
7701,Joe Goddard,Google Play Music,['Google Play Music'],,2018-11-14T21:39:50.164Z,Listened to Home,,2018-11-14 21:39:50.164000+00:00,21
7702,Joe Goddard,Google Play Music,['Google Play Music'],,2018-11-14T17:27:40.493Z,Listened to Lose Your Love,,2018-11-14 17:27:40.493000+00:00,17
7703,Joe Goddard,Google Play Music,['Google Play Music'],,2018-11-14T17:21:25.761Z,Listened to Ordinary Madness (feat. SLO),,2018-11-14 17:21:25.761000+00:00,17
7704,Joe Goddard,Google Play Music,['Google Play Music'],,2018-11-14T16:46:01.211Z,Listened to Lose Your Love (Full Length Version),,2018-11-14 16:46:01.211000+00:00,16
7705,Joe Goddard,Google Play Music,['Google Play Music'],,2018-11-14T16:37:12.857Z,Listened to Bumps,,2018-11-14 16:37:12.857000+00:00,16
7706,Joe Goddard,Google Play Music,['Google Play Music'],,2018-11-14T16:33:45.494Z,Listened to Funk You Up,,2018-11-14 16:33:45.494000+00:00,16
7707,Joe Goddard,Google Play Music,['Google Play Music'],,2018-11-14T16:30:38.619Z,Listened to Music Is The Answer (feat. SLO),,2018-11-14 16:30:38.619000+00:00,16
7708,Joe Goddard,Google Play Music,['Google Play Music'],,2018-11-14T16:25:40.051Z,Listened to Electric Lines,,2018-11-14 16:25:40.051000+00:00,16
7709,Joe Goddard,Google Play Music,['Google Play Music'],,2018-11-14T16:19:42.547Z,Skipped Nothing Moves,,2018-11-14 16:19:42.547000+00:00,16
7710,Joe Goddard,Google Play Music,['Google Play Music'],,2018-11-14T16:19:42.460Z,Listened to Nothing Moves,,2018-11-14 16:19:42.460000+00:00,16
7711,Joe Goddard,Google Play Music,['Google Play Music'],,2018-11-14T16:18:57.144Z,Listened to Truth Is Light,,2018-11-14 16:18:57.144000+00:00,16
7712,Joe Goddard,Google Play Music,['Google Play Music'],,2018-11-14T16:02:19.345Z,Listened to Children,,2018-11-14 16:02:19.345000+00:00,16
7713,Joe Goddard,Google Play Music,['Google Play Music'],,2018-11-14T15:55:21.013Z,Listened to Human Heart,,2018-11-14 15:55:21.013000+00:00,15
7714,Joe Goddard,Google Play Music,['Google Play Music'],,2018-11-14T15:49:44.860Z,Listened to Lasers,,2018-11-14 15:49:44.860000+00:00,15
7715,Joe Goddard,Google Play Music,['Google Play Music'],,2018-11-14T15:45:10.107Z,Listened to Home,,2018-11-14 15:45:10.107000+00:00,15
7716,Joe Goddard,Google Play Music,['Google Play Music'],,2018-11-14T15:40:40.302Z,Listened to Lose Your Love,,2018-11-14 15:40:40.302000+00:00,15
7717,Joe Goddard,Google Play Music,['Google Play Music'],,2018-11-14T15:34:25.394Z,Listened to Ordinary Madness (feat. SLO),,2018-11-14 15:34:25.394000+00:00,15
7718,Joe Goddard,Google Play Music,['Google Play Music'],,2018-11-14T14:57:46.279Z,Listened to Taking Over,,2018-11-14 14:57:46.279000+00:00,14
7719,Slovak Radio Symphony Orchestra,Google Play Music,['Google Play Music'],,2018-11-14T14:36:23.230Z,"Listened to Symphony No. 1 in D minor, ""Gothic"": Te ergo quaesumus",,2018-11-14 14:36:23.230000+00:00,14
7720,Badbadnotgood,Google Play Music,['Google Play Music'],,2018-11-14T14:31:22.822Z,Listened to Speaking Gently,,2018-11-14 14:31:22.822000+00:00,14
7721,,Play Music,['Google Play Music'],,2018-11-14T14:31:19.301Z,Searched for harvergal brian symphony no1,https://play.google.com/music/search/havergal+brian+symphony+no+1,2018-11-14 14:31:19.301000+00:00,14
7722,,Play Music,['Google Play Music'],,2018-11-14T14:30:51.706Z,Searched for harvergal brian,https://play.google.com/music/search/havergal+brian,2018-11-14 14:30:51.706000+00:00,14
7723,Ólafur Arnalds,Google Play Music,['Google Play Music'],,2018-11-14T14:28:43.455Z,"Listened to Hands, Be Still",,2018-11-14 14:28:43.455000+00:00,14
7724,,Play Music,['Google Play Music'],,2018-11-14T14:28:33.547Z,Searched for speaking gently,https://play.google.com/music/search/speaking+gently,2018-11-14 14:28:33.547000+00:00,14
7725,Ólafur Arnalds,Google Play Music,['Google Play Music'],,2018-11-14T14:28:17.288Z,Listened to So Close (feat. Arnór Dan),,2018-11-14 14:28:17.288000+00:00,14
7726,Ólafur Arnalds,Google Play Music,['Google Play Music'],,2018-11-14T14:24:25.671Z,Listened to Ljósið,,2018-11-14 14:24:25.671000+00:00,14
7727,Joe Goddard,Google Play Music,['Google Play Music'],,2018-11-14T14:17:17.908Z,Listened to Lose Your Love,,2018-11-14 14:17:17.908000+00:00,14
7728,Pharoah Sanders,Google Play Music,['Google Play Music'],,2018-11-14T14:10:53.077Z,Listened to As You Are,,2018-11-14 14:10:53.077000+00:00,14
7729,,Play Music,['Google Play Music'],,2018-11-14T14:10:27.832Z,Searched for lose your love,https://play.google.com/music/search/lose+your+love,2018-11-14 14:10:27.832000+00:00,14
7730,Pharoah Sanders,Google Play Music,['Google Play Music'],,2018-11-14T14:10:22.956Z,Listened to You've Got To Have Freedom,,2018-11-14 14:10:22.956000+00:00,14
7731,Paul Simon,Google Play Music,['Google Play Music'],,2018-11-13T22:11:59.548Z,Listened to Gumboots,,2018-11-13 22:11:59.548000+00:00,22
7732,Paul Simon,Google Play Music,['Google Play Music'],,2018-11-13T22:11:56.207Z,Listened to I Know What I Know,,2018-11-13 22:11:56.207000+00:00,22
7733,Paul Simon,Google Play Music,['Google Play Music'],,2018-11-13T22:08:42.305Z,Listened to Graceland,,2018-11-13 22:08:42.305000+00:00,22
7734,Paul Simon,Google Play Music,['Google Play Music'],,2018-11-13T20:55:36.081Z,Listened to The Boy In the Bubble,,2018-11-13 20:55:36.081000+00:00,20
7735,Bert Kaempfert and His Orchestra,Google Play Music,['Google Play Music'],,2018-11-13T20:55:31.910Z,Listened to Tootie Flutie (Remastered 2016),,2018-11-13 20:55:31.910000+00:00,20
7736,Bert Kaempfert and His Orchestra,Google Play Music,['Google Play Music'],,2018-11-13T20:55:16.283Z,Skipped Happy Trumpeter (Magic Trumpet) [Remastered 2016],,2018-11-13 20:55:16.283000+00:00,20
7737,Bert Kaempfert and His Orchestra,Google Play Music,['Google Play Music'],,2018-11-13T20:55:16.155Z,Listened to Happy Trumpeter (Magic Trumpet) [Remastered 2016],,2018-11-13 20:55:16.155000+00:00,20
7738,Bert Kaempfert and His Orchestra,Google Play Music,['Google Play Music'],,2018-11-13T19:16:53.616Z,Listened to Zambesi (Remastered 2016),,2018-11-13 19:16:53.616000+00:00,19
7739,Bert Kaempfert and His Orchestra,Google Play Music,['Google Play Music'],,2018-11-13T19:15:42.436Z,Listened to Happy Trumpeter (Magic Trumpet) [Remastered 2016],,2018-11-13 19:15:42.436000+00:00,19
7740,Bert Kaempfert and His Orchestra,Google Play Music,['Google Play Music'],,2018-11-13T19:15:33.685Z,Listened to Similau (Remastered 2016),,2018-11-13 19:15:33.685000+00:00,19
7741,Bert Kaempfert and His Orchestra,Google Play Music,['Google Play Music'],,2018-11-13T19:15:14.830Z,Skipped Take Me (Remastered 2016),,2018-11-13 19:15:14.830000+00:00,19
7742,Bert Kaempfert and His Orchestra,Google Play Music,['Google Play Music'],,2018-11-13T19:15:14.591Z,Listened to Take Me (Remastered 2016),,2018-11-13 19:15:14.591000+00:00,19
7743,Bert Kaempfert and His Orchestra,Google Play Music,['Google Play Music'],,2018-11-13T19:14:52.487Z,Skipped Market Day (Remastered 2016),,2018-11-13 19:14:52.487000+00:00,19
7744,Bert Kaempfert and His Orchestra,Google Play Music,['Google Play Music'],,2018-11-13T19:14:52.151Z,Skipped A Swingin' Safari (Remastered 2016),,2018-11-13 19:14:52.151000+00:00,19
7745,Bert Kaempfert and His Orchestra,Google Play Music,['Google Play Music'],,2018-11-13T19:14:51.918Z,Skipped That Happy Feeling (Remastered 2016),,2018-11-13 19:14:51.918000+00:00,19
7746,Bert Kaempfert and His Orchestra,Google Play Music,['Google Play Music'],,2018-11-13T19:14:51.853Z,Listened to That Happy Feeling (Remastered 2016),,2018-11-13 19:14:51.853000+00:00,19
7747,Bert Kaempfert And His Orchestra,Google Play Music,['Google Play Music'],,2018-11-13T18:34:52.557Z,Listened to What A Difference A Day Makes,,2018-11-13 18:34:52.557000+00:00,18
7748,Bert Kaempfert and His Orchestra,Google Play Music,['Google Play Music'],,2018-11-13T18:30:30.013Z,Listened to Gipsy's Cha Cha (Bonus Tracks),,2018-11-13 18:30:30.013000+00:00,18
7749,Bert Kaempfert And His Orchestra,Google Play Music,['Google Play Music'],,2018-11-13T18:28:00.580Z,Listened to Moon Over Naples (Spanish Eyes),,2018-11-13 18:28:00.580000+00:00,18
7750,Bert Kaempfert And His Orchestra,Google Play Music,['Google Play Music'],,2018-11-13T18:25:24.488Z,Listened to Snowbird,,2018-11-13 18:25:24.488000+00:00,18
7751,Bert Kaempfert And His Orchestra,Google Play Music,['Google Play Music'],,2018-11-13T18:23:16.293Z,Listened to Blue Moon,,2018-11-13 18:23:16.293000+00:00,18
7752,Bert Kaempfert And His Orchestra,Google Play Music,['Google Play Music'],,2018-11-13T18:21:07.437Z,Listened to L.O.V.E.,,2018-11-13 18:21:07.437000+00:00,18
7753,Bert Kaempfert and His Orchestra,Google Play Music,['Google Play Music'],,2018-11-13T18:19:03.905Z,Listened to Happy Trumpeter (Magic Trumpet) [Remastered 2016],,2018-11-13 18:19:03.905000+00:00,18
7754,Paul Simon,Google Play Music,['Google Play Music'],,2018-11-13T14:47:02.557Z,Listened to I Know What I Know,,2018-11-13 14:47:02.557000+00:00,14
7755,Paul Simon,Google Play Music,['Google Play Music'],,2018-11-13T14:43:49.194Z,Listened to Graceland,,2018-11-13 14:43:49.194000+00:00,14
7756,Paul Simon,Google Play Music,['Google Play Music'],,2018-11-13T14:38:58.012Z,Listened to The Boy In the Bubble,,2018-11-13 14:38:58.012000+00:00,14
7757,Bert Kaempfert and His Orchestra,Google Play Music,['Google Play Music'],,2018-11-13T14:32:28.057Z,Listened to Sunday in Madrid (Remastered 2016),,2018-11-13 14:32:28.057000+00:00,14
7758,Bert Kaempfert and His Orchestra,Google Play Music,['Google Play Music'],,2018-11-13T14:29:38.085Z,Listened to Wimoweh (Remastered 2016),,2018-11-13 14:29:38.085000+00:00,14
7759,Bert Kaempfert and His Orchestra,Google Play Music,['Google Play Music'],,2018-11-13T14:26:57.080Z,Listened to Tootie Flutie (Remastered 2016),,2018-11-13 14:26:57.080000+00:00,14
